NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;0;123.0;285.0;781;2000;90;9;2781;11;1;4;0.2857142857142857;Infinity;1-3-3-1-6-7-6-7-9-1-10-1-18-1-22-1-1-27-27-27-27-27-27-1-1-27-1-27-27-1
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;1;123.0;542.0;5624;3000;220;9;8624;9;1;4;0.5882352941176471;2.0;6-3-7-1-6-7-9-9-7-1-1-7-18-16-6-6-1-7-7-7-28-6-7-1-1-7-26-28-28-1
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;2;123.0;525.0;1374;2000;114;9;3374;9;1;3;0.2857142857142857;Infinity;1-3-3-1-6-7-6-7-9-9-10-28-18-1-6-1-1-6-6-27-27-27-6-1-1-6-1-27-27-1
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;3;123.0;298.0;1878;2000;151;11;3878;7;1;3;0.2857142857142857;1.3333333333333333;1-3-3-1-6-7-6-7-9-9-1-13-14-26-6-6-1-6-10-21-27-10-10-1-1-10-26-27-27-1
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;4;123.0;263.0;1643;2000;119;12;3643;8;1;5;0.0;2.0;1-1-3-3-6-7-6-9-9-1-1-13-25-16-25-1-1-26-26-10-10-10-26-24-1-26-1-10-10-29
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;5;123.0;437.72727272727275;3589;2000;131;8;5589;9;1;3;0.41379310344827586;Infinity;3-3-6-1-6-9-9-9-6-1-10-1-27-1-27-27-1-6-6-26-6-24-6-1-1-27-1-27-6-1
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;6;123.0;228.0;1498;2000;119;15;3498;5;1;8;0.0;1.0;1-1-3-3-6-7-6-9-9-9-10-13-14-13-18-16-1-25-10-21-27-10-10-24-1-9-26-3-27-1
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;7;123.0;257.0;1621;2000;133;18;3621;4;1;10;0.0;1.0;1-1-3-3-6-7-6-9-9-1-10-13-14-13-18-16-16-16-22-21-27-10-10-24-1-25-26-27-28-29
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;8;123.0;250.0;1945;2000;142;18;3945;5;1;10;0.0;1.0;1-3-3-1-6-7-6-9-9-1-1-13-14-13-18-16-16-16-22-21-27-10-10-24-1-25-26-27-28-29
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;9;123.0;261.8;2120;2000;151;18;4120;5;1;10;0.0;1.0;1-3-7-1-6-7-6-9-9-1-1-13-14-13-18-16-16-16-22-21-27-10-10-24-1-25-26-27-28-29
